"ASIGNATURA_REFERENCIA","MATRICULA_CURSO_ACADEMICO","GRUPO_ID","INGLES","ASIGNACION_MANUAL","MATRICULA_EXPEDIENTES_NEXP"
"53010","20/21","","","",105600025
"53011","20/21","","","",105600025
"53012","20/21","","","",105600025
"53013","20/21","","","",105600025
"53014","20/21","","","",105600025
"53015","20/21","","","",105600025
"53016","20/21","","","",105600025
"53017","20/21","","","",105600025
"51059","20/21","","","",104100026
"53008","20/21","","","",105600027
"53009","20/21","","","",105600027
"53010","20/21","","","",105600027
"53011","20/21","","","",105600027
"53012","20/21","","","",105600027
"53013","20/21","","","",105600027
"53014","20/21","","","",105600027
"53015","20/21","","","",105600027
"53016","20/21","","","",105600027
"53017","20/21","","","",105600027
"51139","20/21","","","",104200028
"51140","20/21","","","",104200028
"51142","20/21","","","",104200028
"51144","20/21","","","",104200028
"51146","20/21","","","",104200028
"51147","20/21","","","",104200028
"51152","20/21","","","",104200028
"51153","20/21","","","",104200028
"53009","20/21","","","",105600029
"53011","20/21","","","",105600029
"53012","20/21","","","",105600029
"53015","20/21","","","",105600029
"53017","20/21","","","",105600029
"53110","20/21","","","",105600029
"53111","20/21","","","",105600029
"53112","20/21","","","",105600029
"53113","20/21","","","",105600029
"53114","20/21","","","",105600029
"53116","20/21","","","",105600029
"53117","20/21","","","",105600029
"53118","20/21","","","",105600029
"51683","20/21","","","",104300030
"51684","20/21","IC2A","","",104300030
"51685","20/21","","","",104300030
"51686","20/21","","","",104300030
"51687","20/21","","","",104300030
"51688","20/21","","","",104300030
"51689","20/21","","","",104300030
"51690","20/21","","","",104300030
"51691","20/21","","","",104300030
"51692","20/21","","","",104300030
"51138","20/21","","","",104200031
"51140","20/21","","","",104200031
"51143","20/21","","","",104200031
"51152","20/21","","","",104200031
"51155","20/21","","","",104200031
"51161","20/21","","","",104200031
"51166","20/21","","","",104200031
"51169","20/21","","","",104200031
"51174","20/21","","","",104200031
"51020","20/21","","","",104200031
"51673","20/21","","","",104300032
"51674","20/21","","","",104300032
"51675","20/21","","","",104300032
"51676","20/21","","","",104300032
"51677","20/21","","","",104300032
"51678","20/21","","","",104300032
"51679","20/21","","","",104300032
"51680","20/21","","","",104300032
"51681","20/21","","","",104300032
"51682","20/21","","","",104300032
"50658","20/21","","","",104100033
"50659","20/21","","","",104100033
"50660","20/21","","","",104100033
"50661","20/21","","","",104100033
"50662","20/21","","","",104100033
"50663","20/21","","","",104100033
"50664","20/21","","","",104100033
"50665","20/21","","","",104100033
"50666","20/21","","","",104100033
"50667","20/21","","","",104100033
"51673","20/21","","","",104300034
"51674","20/21","","","",104300034
"51675","20/21","","","",104300034
"51676","20/21","","","",104300034
"51677","20/21","","","",104300034
"51678","20/21","","","",104300034
"51679","20/21","","","",104300034
"51680","20/21","","","",104300034
"51681","20/21","","","",104300034
"51682","20/21","","","",104300034
"51673","20/21","","","",104300035
"51674","20/21","","","",104300035
"51675","20/21","","","",104300035
"51676","20/21","","","",104300035
"51677","20/21","","","",104300035
"51678","20/21","","","",104300035
"51679","20/21","","","",104300035
"51680","20/21","","","",104300035
"51681","20/21","","","",104300035
"51682","20/21","","","",104300035
"50994","20/21","","","",104100036
"50997","20/21","","","",104100036
"51000","20/21","","","",104100036
"51001","20/21","","","",104100036
"51007","20/21","","","",104100036
"51011","20/21","","","",104100036
"51015","20/21","","","",104100036
"51025","20/21","","","",104100036
"51024","20/21","","","",104100036
"51017","20/21","","","",104100036
"50658","20/21","","","",104100037
"51009","20/21","","","",104100037
"51029","20/21","","","",104100037
"51036","20/21","","","",104100037
"51046","20/21","","","",104100037
"51059","20/21","","","",104100037
"51191","20/21","","","",104100037
"51056","20/21","","","",104100037
"50994","20/21","","","",104100038
"50997","20/21","","","",104100038
"51000","20/21","","","",104100038
"51005","20/21","","","",104100038
"51055","20/21","","","",104100038
"51033","20/21","","","",104100038
"51030","20/21","","","",104100038
"51021","20/21","","","",104100038
"51039","20/21","","","",104100038
"51142","20/21","","","",104200039
"51143","20/21","","","",104200039
"51144","20/21","","","",104200039
"51018","20/21","","","",104200039
"53109","20/21","","","",105600040
"53164","20/21","","","",105600040
"50658","20/21","","","",104100041
"50659","20/21","","","",104100041
"50660","20/21","","","",104100041
"50661","20/21","","","",104100041
"50662","20/21","","","",104100041
"50663","20/21","","","",104100041
"50664","20/21","","","",104100041
"50999","20/21","","","",104100041
"51002","20/21","","","",104100041
"51138","20/21","","","",104200042
"51139","20/21","","","",104200042
"51140","20/21","","","",104200042
"51141","20/21","","","",104200042
"51142","20/21","","","",104200042
"51143","20/21","","","",104200042
"51144","20/21","","","",104200042
"51145","20/21","","","",104200042
"51146","20/21","","","",104200042
"51147","20/21","","","",104200042
"50658","20/21","","","",104100043
"50662","20/21","","","",104100043
"50663","20/21","","","",104100043
"50664","20/21","","","",104100043
"53008","20/21","","","",105600056
"53009","20/21","","","",105600056
"53011","20/21","","","",105600056
"53012","20/21","","","",105600056
"53013","20/21","","","",105600056
"53017","20/21","","","",105600056
"53109","20/21","","","",105600056
"53110","20/21","","","",105600056
"53111","20/21","","","",105600056
"53112","20/21","","","",105600056
"53113","20/21","","","",105600056
"53114","20/21","","","",105600056
"53115","20/21","","","",105600056
"53117","20/21","","","",105600056
"53118","20/21","","","",105600056
"53161","20/21","","","",105600056
"53162","20/21","","","",105600056
"53163","20/21","","","",105600056
"53164","20/21","","","",105600056
"53165","20/21","","","",105600056
"53210","20/21","","","",105600056
"53218","20/21","","","",105600056
"53214","20/21","","","",105600056
"53215","20/21","","","",105600056
"53221","20/21","","","",105600056
"53304","20/21","","","",105600057
"53423","20/21","","","",105600057
"51198","20/21","","","",104200058
"51056","20/21","","","",104200058
"51673","20/21","","","",104300059
"51674","20/21","","","",104300059
"51675","20/21","","","",104300059
"51676","20/21","","","",104300059
"51677","20/21","","","",104300059
"51678","20/21","","","",104300059
"51679","20/21","","","",104300059
"51680","20/21","","","",104300059
"51681","20/21","","","",104300059
"51682","20/21","","","",104300059
"51673","20/21","","","",104300060
"51674","20/21","","","",104300060
"51675","20/21","","","",104300060
"51676","20/21","","","",104300060
"51677","20/21","","","",104300060
"51678","20/21","","","",104300060
"51679","20/21","","","",104300060
"51680","20/21","","","",104300060
"51681","20/21","","","",104300060
"51682","20/21","","","",104300060
"50659","20/21","","","",104100061
"50660","20/21","","","",104100061
"50662","20/21","","","",104100061
"50664","20/21","","","",104100061
"50667","20/21","","","",104100061
"50996","20/21","","","",104100061
"50997","20/21","","","",104100061
"51001","20/21","","","",104100061
"51002","20/21","","","",104100061
"51003","20/21","","","",104100061
"50997","20/21","","","",104100062
"51007","20/21","","","",104100062
"51009","20/21","","","",104100062
"51011","20/21","","","",104100062
"51015","20/21","","","",104100062
"51025","20/21","","","",104100062
"51024","20/21","","","",104100062
"51017","20/21","","","",104100062
"51013","20/21","","","",104100062
"51047","20/21","","","",104100062
"51030","20/21","","","",104100062
"51021","20/21","","","",104100062
"50658","20/21","","","",104100063
"50659","20/21","","","",104100063
"50660","20/21","","","",104100063
"50661","20/21","","","",104100063
"50662","20/21","","","",104100063
"50663","20/21","","","",104100063
"50664","20/21","","","",104100063
"50666","20/21","","","",104100063
"50667","20/21","","","",104100063
"51198","20/21","","","",104200064
"51160","20/21","","","",104200065
"51161","20/21","","","",104200065
"51162","20/21","","","",104200065
"51166","20/21","","","",104200065
"51169","20/21","","","",104200065
"51171","20/21","","","",104200065
"51174","20/21","","","",104200065
"51175","20/21","","","",104200065
"51031","20/21","","","",104200065
"51190","20/21","","","",104200065
"50658","20/21","","","",104100066
"51007","20/21","","","",104100066
"51009","20/21","","","",104100066
"51011","20/21","","","",104100066
"51015","20/21","","","",104100066
"51025","20/21","","","",104100066
"51024","20/21","","","",104100066
"51017","20/21","","","",104100066
"51013","20/21","","","",104100066
"51047","20/21","","","",104100066
"51039","20/21","","","",104100066
"51138","20/21","","","",104200068
"51141","20/21","","","",104200068
"51151","20/21","","","",104200068
"51154","20/21","","","",104200068
"51171","20/21","","","",104200068
"51175","20/21","","","",104200068
"51186","20/21","","","",104200068
"51056","20/21","","","",104200068
"50658","20/21","","","",104100069
"50663","20/21","","","",104100069
"50994","20/21","","","",104100069
"50997","20/21","","","",104100069
"51009","20/21","","","",104100069
"51033","20/21","","","",104100069
"51059","20/21","","","",104100069
"51056","20/21","","","",104100069
"50994","20/21","","","",104100070
"50995","20/21","","","",104100070
"50996","20/21","","","",104100070
"50997","20/21","","","",104100070
"50998","20/21","","","",104100070
"50999","20/21","","","",104100070
"51000","20/21","","","",104100070
"51001","20/21","","","",104100070
"51002","20/21","","","",104100070
"51003","20/21","","","",104100070
"53008","20/21","","","",105600071
"53009","20/21","","","",105600071
"53010","20/21","","","",105600071
"53011","20/21","","","",105600071
"53012","20/21","","","",105600071
"53013","20/21","","","",105600071
"53014","20/21","","","",105600071
"53015","20/21","","","",105600071
"53016","20/21","","","",105600071
"53017","20/21","","","",105600071
"53009","20/21","","","",105600072
"53109","20/21","","","",105600072
"53110","20/21","","","",105600072
"53111","20/21","","","",105600072
"53112","20/21","","","",105600072
"53114","20/21","","","",105600072
"53115","20/21","","","",105600072
"53116","20/21","","","",105600072
"53117","20/21","","","",105600072
"53118","20/21","","","",105600072
"51152","20/21","","","",104200073
"51160","20/21","","","",104200073
"51161","20/21","","","",104200073
"51162","20/21","","","",104200073
"51166","20/21","","","",104200073
"51169","20/21","","","",104200073
"51171","20/21","","","",104200073
"51174","20/21","","","",104200073
"51175","20/21","","","",104200073
"51006","20/21","","","",104200073
"51058","20/21","","","",104200073
"53017","20/21","","","",105600074
"53109","20/21","","","",105600074
"53161","20/21","","","",105600074
"53162","20/21","","","",105600074
"53163","20/21","","","",105600074
"53164","20/21","","","",105600074
"53165","20/21","","","",105600074
"53210","20/21","","","",105600074
"53218","20/21","","","",105600074
"53220","20/21","","","",105600074
"53222","20/21","","","",105600074
"53223","20/21","","","",105600074
